evaluations raw_y raw_y_best x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
59 62.8402268764 23.6939804118 3.208333 2.625000 4.375000 -3.125000 -0.125000 0.375000 3.958333 0.208333 4.291667 3.708333 -1.541667 4.708333 -1.458333 4.625000 1.125000 -1.958333 -1.708333 -0.458333 2.791667 -2.958333 0.791667 3.625000 -3.875000 4.458333 -2.458333 0.958333 -2.125000 0.625000 4.791667 4.541667 4.375000 4.708333 4.458333 1.208333 -0.458333 1.875000 1.375000 -1.375000 2.541667 4.375000
60 166.5296576021 23.6939804118 4.791667 1.041667 -2.708333 0.875000 2.708333 -0.541667 0.625000 -3.791667 2.291667 0.208333 2.791667 3.625000 2.291667 -2.208333 -3.458333 2.875000 0.458333 -3.541667 -2.625000 4.208333 -0.125000 4.291667 -4.125000 -0.791667 -4.125000 -2.541667 -4.625000 2.958333 -1.375000 4.291667 3.875000 1.375000 -2.625000 3.125000 -4.458333 -0.958333 -1.625000 -2.958333 -0.958333 -2.125000
61 22.3093082832 22.3093082832 2.125000 1.708333 3.708333 1.291667 1.541667 -1.875000 -0.708333 2.041667 -2.458333 1.041667 3.125000 -4.791667 3.958333 -1.291667 -0.625000 4.125000 -4.291667 3.125000 -4.041667 -0.125000 -4.541667 -3.875000 3.375000 -2.541667 -0.125000 -0.208333 0.458333 3.041667 -1.208333 2.791667 1.708333 4.041667 2.625000 -1.708333 -4.625000 0.375000 2.375000 1.958333 -1.458333 -1.458333
62 68.7791272428 22.3093082832 4.541667 -4.125000 1.708333 3.125000 4.041667 -0.875000 4.208333 -4.375000 -2.375000 3.125000 0.375000 3.041667 -2.125000 -4.875000 0.125000 -0.791667 -0.458333 -4.375000 -3.041667 -2.708333 1.875000 1.875000 3.708333 -4.458333 2.958333 -4.625000 1.458333 -2.291667 0.541667 -4.541667 -3.125000 0.375000 1.875000 -4.375000 0.875000 -4.125000 -1.875000 1.708333 2.958333 2.791667
63 109.9641672513 22.3093082832 -4.708333 -1.708333 -0.208333 -1.458333 2.375000 4.458333 -0.958333 -2.875000 4.541667 1.875000 -0.541667 3.458333 3.708333 -1.125000 2.208333 0.958333 3.541667 2.208333 4.708333 -1.791667 1.125000 2.458333 1.875000 0.625000 -1.041667 2.041667 -1.375000 1.875000 2.458333 4.791667 -1.875000 0.541667 2.458333 -4.125000 4.958333 -2.791667 -0.791667 -3.291667 3.458333 3.291667
64 74.6137921405 22.3093082832 1.541667 -4.291667 4.708333 0.041667 -0.791667 0.041667 -1.041667 1.708333 1.791667 3.541667 -4.625000 -0.041667 0.458333 2.041667 -1.375000 3.291667 -0.791667 4.791667 -4.625000 0.541667 -1.625000 -1.958333 0.291667 -3.208333 -3.791667 0.208333 2.291667 1.041667 3.208333 -3.041667 0.958333 1.708333 -0.541667 3.625000 4.791667 -4.458333 -2.875000 4.541667 4.875000 0.875000
65 76.5923128626 22.3093082832 -3.958333 2.291667 4.041667 -4.875000 -4.375000 3.708333 2.125000 0.791667 0.791667 1.708333 4.875000 3.375000 -0.375000 4.958333 -2.791667 -2.291667 0.958333 1.291667 2.291667 3.458333 0.375000 -4.041667 -1.791667 -4.958333 -3.291667 -3.958333 -0.625000 0.375000 0.625000 1.291667 3.291667 1.541667 -0.708333 2.125000 3.875000 -0.458333 3.458333 -0.791667 -2.458333 -3.125000
66 187.4637631787 22.3093082832 4.958333 -4.958333 1.541667 -3.791667 2.125000 -1.958333 -2.875000 -3.541667 -4.291667 2.541667 4.541667 -0.708333 0.375000 -1.958333 2.625000 1.541667 3.125000 -2.375000 -0.958333 2.125000 -3.541667 2.958333 -3.291667 -0.458333 -3.708333 3.041667 2.541667 3.375000 4.541667 -1.125000 4.708333 -3.041667 -0.958333 -2.208333 2.958333 4.125000 2.291667 0.125000 -0.625000 -3.458333
67 35.7018163801 22.3093082832 -0.708333 -4.208333 3.458333 1.541667 0.958333 1.875000 1.125000 -1.791667 1.708333 1.791667 1.208333 -3.625000 -2.041667 3.875000 2.041667 -1.375000 2.375000 0.708333 -3.541667 -4.375000 -4.958333 -0.958333 0.958333 0.458333 -0.791667 -4.541667 -0.791667 -4.458333 2.875000 3.458333 -3.791667 -3.291667 -4.708333 1.125000 3.541667 -4.625000 1.291667 -3.791667 -4.041667 1.708333
68 138.4063926724 22.3093082832 1.041667 3.541667 0.041667 -0.458333 4.791667 -2.875000 1.541667 3.458333 -0.291667 0.041667 0.875000 -0.208333 4.875000 -4.375000 -2.708333 -0.958333 -4.458333 -4.708333 -2.708333 1.541667 -3.375000 1.291667 -2.375000 -2.625000 4.291667 -2.708333 4.208333 2.875000 -2.375000 -4.125000 1.125000 2.958333 -2.875000 3.708333 -0.125000 -0.041667 -3.958333 4.958333 -0.541667 -4.875000
69 77.7648105339 22.3093082832 2.958333 -4.458333 -4.125000 4.958333 2.791667 0.875000 2.208333 -4.458333 4.041667 -3.625000 2.208333 -2.125000 0.791667 -3.375000 4.125000 -3.875000 3.625000 -3.791667 -3.958333 2.958333 -2.291667 4.458333 2.041667 -3.375000 -1.625000 4.375000 -0.291667 3.208333 1.125000 -0.125000 4.625000 -4.125000 0.541667 1.708333 -0.875000 2.208333 4.541667 4.875000 -4.625000 0.041667
70 163.6032225842 22.3093082832 1.208333 3.291667 -3.125000 -4.458333 2.458333 -1.541667 2.625000 -3.625000 0.458333 -0.625000 3.791667 -3.708333 1.541667 -3.958333 -4.208333 -3.625000 -1.375000 -3.458333 2.875000 2.375000 -0.041667 -0.375000 -1.958333 1.458333 -3.208333 -4.208333 0.125000 -0.291667 -4.458333 -1.458333 -3.291667 -0.458333 4.625000 -3.791667 -1.375000 3.458333 2.875000 3.041667 4.791667 -4.791667
71 27.8184726583 22.3093082832 -2.375000 -2.458333 -2.125000 0.625000 -0.541667 -2.291667 -2.541667 -2.541667 -4.625000 -3.791667 -1.625000 0.291667 -2.958333 4.125000 2.958333 0.708333 2.625000 3.291667 2.541667 1.208333 2.791667 3.041667 -2.125000 -3.125000 -4.791667 4.791667 -0.041667 -1.041667 2.708333 0.291667 -1.458333 -0.708333 -2.375000 4.708333 -4.041667 0.125000 -0.125000 0.541667 1.375000 3.875000
72 151.7807997878 22.3093082832 -1.541667 3.708333 -3.375000 -4.708333 1.208333 1.958333 0.791667 -0.625000 -2.791667 -1.375000 -3.041667 2.625000 -2.791667 3.625000 -0.375000 -4.041667 2.875000 -0.375000 -4.291667 4.291667 -3.791667 0.458333 3.291667 -4.625000 3.125000 2.458333 -2.291667 4.958333 -2.041667 -3.791667 -1.208333 0.958333 4.375000 -1.791667 1.041667 3.291667 4.291667 -2.375000 -4.875000 4.125000
73 69.6127276041 22.3093082832 -3.041667 3.875000 -4.875000 1.958333 -3.291667 -3.208333 -0.291667 -2.125000 3.708333 -4.291667 3.375000 -4.625000 -0.291667 0.625000 3.291667 -3.375000 1.875000 0.958333 0.125000 -4.041667 -1.708333 0.958333 3.208333 3.541667 0.791667 -1.791667 3.208333 4.791667 3.958333 2.208333 -3.458333 -0.041667 1.458333 0.291667 -4.791667 2.041667 -0.875000 -4.625000 3.375000 2.291667
74 36.8037183265 22.3093082832 -3.458333 0.125000 2.375000 1.875000 -1.625000 2.791667 -0.458333 -0.125000 -3.291667 -1.708333 2.541667 2.791667 -4.875000 2.875000 4.458333 -0.541667 -3.208333 -1.291667 -0.875000 3.541667 -3.958333 -1.041667 4.125000 -1.625000 1.791667 -0.375000 -4.208333 -0.375000 -4.041667 -3.291667 -2.125000 -1.125000 0.208333 -4.291667 4.541667 1.291667 -2.958333 -0.625000 -4.125000 -0.625000
75 48.6588818448 22.3093082832 4.375000 4.125000 4.458333 3.958333 4.625000 1.458333 4.958333 -1.291667 1.041667 3.208333 -3.375000 0.791667 0.875000 -4.208333 -1.708333 2.208333 -4.708333 -2.125000 -4.708333 0.791667 3.958333 -4.875000 4.375000 2.708333 -4.291667 4.625000 2.458333 4.291667 0.208333 1.208333 -4.458333 0.458333 -0.791667 -3.458333 0.791667 4.375000 3.958333 -4.291667 0.291667 -3.375000
76 62.8992084073 22.3093082832 -4.041667 2.041667 4.625000 -0.291667 -0.875000 3.375000 3.208333 0.375000 -1.458333 -4.958333 -2.708333 -0.458333 3.291667 -1.208333 0.041667 -1.541667 4.875000 0.625000 -2.875000 1.458333 -1.875000 0.208333 -0.958333 3.041667 2.458333 0.541667 1.958333 -2.208333 -0.791667 2.125000 4.791667 0.041667 -1.541667 1.458333 0.125000 -4.291667 -1.291667 3.708333 -0.125000 -1.125000
77 15.6969590276 15.6969590276 0.041667 1.541667 -0.291667 2.125000 -1.791667 1.125000 0.458333 3.375000 3.375000 0.125000 2.291667 4.541667 -4.208333 2.291667 -0.458333 2.625000 3.791667 -0.708333 -4.958333 -3.375000 -1.541667 -1.458333 4.541667 -2.458333 -1.458333 -1.541667 0.375000 -1.208333 -0.541667 -0.208333 0.875000 -2.375000 -1.375000 -3.375000 1.958333 -1.791667 4.708333 0.041667 0.458333 -4.708333
78 65.5756984836 15.6969590276 -0.791667 -1.625000 2.958333 2.625000 -0.208333 -3.541667 3.875000 -4.541667 0.291667 3.625000 0.958333 -1.541667 0.125000 -0.375000 0.458333 -4.458333 1.375000 -4.458333 3.541667 -0.375000 -2.208333 1.208333 -1.375000 2.541667 2.791667 2.958333 0.041667 -3.625000 -4.541667 2.041667 -4.041667 -4.375000 -1.291667 0.375000 3.041667 -3.958333 -0.541667 -0.541667 -2.875000 1.208333
79 50.2062065649 15.6969590276 2.291667 1.958333 0.791667 -2.791667 -4.458333 4.208333 0.208333 -1.708333 2.958333 0.708333 -3.875000 1.291667 3.625000 4.791667 4.375000 3.041667 -3.458333 1.458333 1.958333 0.875000 1.708333 4.875000 2.708333 -1.791667 -2.375000 4.875000 4.875000 -3.458333 0.125000 -0.625000 0.208333 0.625000 4.125000 -3.541667 3.375000 0.291667 1.125000 -2.208333 4.625000 -0.291667
80 53.7464767180 15.6969590276 0.375000 4.458333 1.875000 2.541667 -0.958333 -3.875000 3.541667 -1.375000 3.875000 -1.041667 2.125000 0.541667 3.541667 -3.708333 4.625000 3.458333 -4.125000 0.208333 -1.791667 -1.208333 0.541667 2.625000 3.875000 -4.041667 3.958333 3.708333 1.125000 3.291667 -2.708333 -2.625000 -4.791667 2.708333 -2.958333 -0.625000 -3.291667 -4.791667 -1.458333 -0.291667 -4.375000 -3.541667
81 41.2002258512 15.6969590276 4.291667 -3.625000 -2.625000 4.291667 -4.041667 2.541667 -0.875000 -0.875000 2.458333 -4.875000 -1.291667 0.125000 -1.125000 1.458333 3.625000 -1.458333 -2.291667 -1.708333 0.625000 -1.541667 0.125000 0.375000 3.458333 -0.875000 -1.375000 1.208333 -4.541667 -1.541667 4.958333 1.708333 -0.625000 -2.041667 -4.458333 -2.875000 4.291667 -4.208333 -4.958333 -3.958333 -1.541667 -2.458333
82 45.8273861172 15.6969590276 4.708333 -1.458333 4.541667 -4.125000 -4.291667 2.708333 2.958333 -2.291667 2.708333 -4.708333 -2.791667 3.791667 2.208333 -4.125000 0.958333 -0.125000 1.458333 -1.375000 -1.541667 -4.541667 2.708333 -1.208333 -2.291667 -4.125000 -1.875000 -2.625000 -2.458333 3.541667 1.208333 3.541667 -2.791667 -2.291667 -0.375000 -1.041667 -2.958333 4.958333 0.291667 1.208333 -1.708333 3.125000
83 50.3904704849 15.6969590276 -0.625000 -1.208333 3.958333 3.791667 -1.208333 -0.625000 -0.541667 3.125000 -0.041667 -0.291667 -0.375000 -3.041667 -1.875000 -0.625000 0.208333 0.041667 -3.125000 -3.291667 -3.291667 2.791667 -2.375000 4.958333 4.625000 -2.125000 -0.291667 -3.708333 -3.041667 -0.541667 4.208333 2.375000 -4.958333 -3.875000 4.291667 -3.875000 2.375000 3.208333 -0.375000 3.791667 -0.291667 -1.208333
84 134.0978187792 15.6969590276 -1.291667 0.541667 3.541667 -0.208333 1.291667 -1.375000 -2.125000 4.375000 -0.791667 0.291667 1.375000 -3.375000 4.625000 4.375000 -2.875000 -0.625000 1.791667 -4.291667 -0.375000 -0.291667 4.041667 1.708333 1.791667 0.875000 -2.208333 -2.125000 4.625000 4.125000 1.541667 0.125000 2.875000 2.791667 -3.375000 0.458333 -3.375000 1.375000 -1.125000 0.958333 3.791667 -4.125000
85 66.4238285109 15.6969590276 2.458333 -2.875000 2.291667 -4.291667 4.125000 3.958333 3.708333 -3.958333 4.625000 0.958333 -3.291667 -2.625000 4.708333 0.541667 -0.541667 0.541667 1.041667 -1.625000 -2.458333 1.375000 -2.875000 -1.625000 -0.458333 4.625000 1.875000 3.208333 -3.458333 -3.541667 4.041667 -3.125000 -4.125000 -1.875000 -0.291667 -4.041667 -3.958333 -0.708333 -0.208333 -4.041667 -1.208333 4.708333
86 54.3048146912 15.6969590276 -3.375000 -0.375000 4.958333 -2.875000 -1.375000 -3.791667 -2.791667 -3.041667 2.375000 -3.958333 1.541667 -3.875000 -3.041667 3.791667 3.041667 -3.458333 1.541667 -2.958333 1.125000 -0.541667 -3.125000 -4.375000 0.375000 3.458333 1.291667 1.958333 1.208333 -0.708333 0.875000 3.125000 -0.791667 3.625000 -2.541667 -3.625000 0.291667 -1.541667 -4.541667 1.125000 2.375000 -2.791667
87 119.9102199191 15.6969590276 1.125000 1.625000 -4.041667 2.791667 4.958333 -1.791667 -1.375000 -0.208333 4.791667 -4.125000 -2.958333 -0.958333 0.291667 -0.958333 4.041667 4.875000 -4.041667 -0.875000 -3.791667 1.958333 -4.125000 -1.791667 0.791667 -1.458333 2.291667 -4.125000 4.708333 3.708333 -3.708333 -3.541667 1.958333 4.291667 -2.791667 -1.375000 1.125000 1.625000 1.458333 3.375000 -3.125000 3.708333
88 57.7168745015 15.6969590276 -4.541667 -4.625000 -3.541667 -3.375000 -0.291667 1.541667 3.458333 -1.458333 -4.041667 -4.458333 1.041667 -0.541667 -2.708333 -1.041667 3.708333 1.208333 1.958333 -3.041667 1.541667 -1.958333 3.875000 3.291667 -3.125000 0.125000 -3.375000 0.125000 3.958333 -2.458333 -2.875000 0.541667 -3.375000 -4.625000 4.041667 -1.958333 4.458333 3.791667 -2.125000 -4.875000 4.291667 -2.875000
89 124.8259977458 15.6969590276 2.208333 4.041667 1.625000 -1.708333 0.875000 4.125000 -4.125000 -0.708333 0.041667 -0.041667 -4.291667 0.625000 -4.375000 1.958333 -1.625000 -3.041667 2.958333 4.291667 0.708333 -0.625000 -4.458333 1.041667 -0.541667 -4.375000 0.875000 -2.291667 -2.208333 2.625000 4.875000 -3.958333 3.458333 -4.291667 4.541667 3.541667 -0.708333 -4.875000 -2.791667 4.708333 -3.291667 -0.208333
90 28.9667429675 15.6969590276 -0.875000 -0.208333 -2.791667 2.875000 0.458333 1.625000 1.375000 -4.125000 4.958333 2.708333 -4.875000 1.708333 -0.125000 3.041667 -2.208333 0.291667 -0.375000 -3.708333 2.458333 -4.958333 0.458333 3.708333 -2.958333 -3.708333 1.541667 -4.375000 2.375000 -4.375000 2.125000 3.625000 1.875000 0.875000 3.958333 4.875000 -1.625000 3.541667 0.458333 1.875000 2.791667 -0.791667
91 157.7499571996 15.6969590276 1.708333 -1.125000 4.125000 -1.041667 2.958333 1.791667 -4.458333 0.041667 -1.958333 -1.791667 -0.875000 0.458333 -4.291667 3.125000 -2.041667 4.541667 -1.958333 -0.791667 -0.708333 -4.875000 -0.541667 -0.875000 0.541667 4.708333 -0.041667 0.708333 4.041667 1.291667 0.708333 1.375000 -1.291667 -0.125000 -3.125000 -0.041667 2.708333 1.041667 -4.041667 3.291667 -1.041667 0.958333
92 62.6374355037 15.6969590276 -2.125000 -0.958333 -4.958333 4.791667 -4.708333 1.291667 4.125000 3.291667 4.375000 4.125000 -2.291667 2.875000 2.125000 -3.458333 -1.958333 -4.958333 -1.875000 0.791667 1.375000 2.458333 3.541667 4.708333 2.541667 -3.875000 4.958333 -4.791667 -4.458333 -3.041667 0.958333 2.291667 -0.125000 -1.791667 -4.291667 2.291667 -2.375000 -2.958333 1.041667 3.208333 4.375000 -4.375000
93 56.5648677042 15.6969590276 0.708333 1.208333 1.041667 -0.041667 -2.541667 2.958333 1.208333 0.875000 -0.625000 1.291667 3.625000 1.875000 -0.458333 3.958333 -1.791667 4.791667 4.791667 3.791667 -4.541667 4.875000 -3.708333 -4.458333 2.625000 3.625000 2.125000 4.958333 0.541667 -2.541667 -0.875000 4.875000 0.541667 -3.541667 -3.625000 -2.375000 -0.958333 4.458333 2.958333 1.041667 0.958333 0.708333
94 55.0232807026 15.6969590276 -1.625000 -3.791667 0.125000 -3.875000 -4.541667 -4.458333 -2.958333 2.958333 -3.208333 0.875000 3.208333 -2.708333 1.208333 -2.541667 0.625000 2.708333 -1.791667 1.041667 -1.958333 3.208333 -4.208333 -3.458333 -4.958333 -0.125000 -0.541667 4.541667 -1.625000 -0.041667 -1.458333 4.708333 1.041667 3.375000 -3.791667 -2.791667 2.875000 0.458333 3.375000 -2.541667 1.125000 -1.708333
95 42.6444260024 15.6969590276 0.458333 1.291667 -0.875000 3.041667 0.791667 -3.958333 -2.625000 2.625000 -1.291667 2.458333 3.458333 4.958333 -3.791667 3.541667 1.541667 0.625000 -2.708333 -3.625000 -2.791667 -0.458333 4.708333 -1.375000 4.291667 4.958333 2.375000 3.291667 -2.625000 4.875000 -3.208333 3.375000 0.375000 -1.958333 -4.958333 3.791667 -0.291667 1.958333 3.125000 -4.958333 1.875000 1.375000
96 99.2234630216 15.6969590276 -0.458333 -1.541667 -1.708333 1.041667 2.625000 4.291667 -4.625000 -4.958333 0.958333 3.458333 -3.458333 -2.958333 -3.208333 -2.875000 -1.458333 -4.125000 0.208333 -0.291667 -2.375000 -1.625000 -0.875000 -1.125000 -1.208333 4.041667 -1.791667 3.125000 -2.541667 4.541667 -1.875000 3.041667 -4.208333 4.958333 1.041667 1.541667 -3.875000 -0.375000 -3.625000 1.458333 0.708333 -0.875000
97 121.9048567589 15.6969590276 2.875000 1.125000 0.541667 -2.958333 -3.625000 4.791667 3.625000 -4.291667 3.125000 -3.875000 4.125000 -2.458333 -2.458333 -4.708333 -4.958333 -1.208333 -2.125000 1.708333 3.708333 4.375000 4.291667 -0.458333 2.208333 -3.041667 -1.208333 3.625000 4.541667 0.958333 -3.625000 0.208333 -0.041667 -0.625000 3.625000 -0.708333 -1.541667 -2.291667 4.208333 4.458333 0.541667 2.458333
98 102.8896101546 15.6969590276 2.625000 -2.791667 -1.208333 -1.375000 -4.625000 -2.125000 -0.041667 -4.708333 1.875000 3.291667 1.875000 -2.208333 1.291667 0.875000 -4.541667 -2.458333 -3.625000 1.125000 0.875000 4.958333 3.458333 -1.291667 1.458333 4.541667 -1.708333 0.458333 -0.458333 2.291667 0.458333 -2.875000 2.208333 -4.208333 -4.875000 4.125000 -1.875000 -4.958333 -2.625000 -2.125000 -3.541667 3.041667
99 76.1395920074 15.6969590276 3.375000 -3.708333 3.041667 -3.625000 -3.541667 3.125000 2.541667 -0.958333 -4.125000 4.375000 4.458333 -0.625000 -0.208333 -4.458333 -3.958333 4.208333 -2.958333 4.625000 -1.875000 -0.958333 2.041667 -4.208333 1.208333 -2.875000 1.041667 -1.041667 -2.875000 0.208333 0.375000 4.125000 3.125000 -1.041667 4.958333 -1.291667 1.791667 -3.625000 -2.375000 3.125000 -4.541667 -0.458333
100 72.3860829833 15.6969590276 3.708333 -4.875000 2.875000 4.125000 -1.708333 -3.375000 0.291667 0.958333 1.125000 2.208333 4.958333 4.625000 1.625000 -2.125000 1.708333 2.791667 1.708333 -3.208333 4.458333 -2.875000 3.125000 -1.708333 3.041667 4.875000 3.875000 2.625000 1.041667 -4.958333 -2.791667 -3.375000 -3.708333 -4.541667 -2.291667 -3.125000 3.458333 -0.208333 4.875000 -0.041667 -0.208333 2.708333
101 30.6669347651 15.6969590276 -1.875000 0.708333 0.875000 3.625000 -2.208333 1.041667 -3.708333 -2.625000 -1.041667 -4.791667 -1.958333 -4.458333 3.791667 3.458333 4.291667 -3.541667 3.708333 3.875000 -1.208333 1.625000 -1.958333 2.541667 -4.458333 1.375000 0.375000 -3.375000 -0.208333 1.375000 -2.625000 -4.958333 2.958333 1.208333 -3.541667 -1.625000 -3.708333 -3.291667 1.958333 -0.458333 3.625000 4.208333
102 174.0864683147 15.6969590276 -1.958333 0.041667 2.541667 -2.625000 0.708333 -3.625000 1.958333 0.541667 -3.625000 1.208333 0.791667 4.875000 -0.791667 -0.708333 3.541667 -2.541667 -0.625000 2.041667 4.625000 -0.208333 0.041667 -2.375000 -1.291667 3.875000 -3.458333 -0.291667 0.958333 -1.375000 -2.208333 1.875000 0.125000 2.458333 0.875000 -0.375000 2.625000 0.208333 -4.375000 -1.125000 -2.041667 4.291667
103 167.1097904654 15.6969590276 -0.541667 -2.541667 -0.125000 -4.791667 -1.125000 -1.708333 -0.791667 1.041667 1.458333 -2.708333 -3.708333 -1.875000 3.458333 3.375000 4.208333 4.375000 -1.291667 4.708333 2.708333 -2.208333 -0.208333 -3.791667 -3.708333 4.208333 -3.875000 4.125000 3.041667 3.458333 3.791667 -0.875000 1.375000 -4.458333 0.958333 -1.458333 1.208333 -1.375000 -3.875000 -0.708333 -0.375000 -3.958333
104 235.7538583733 15.6969590276 -4.458333 2.208333 -2.875000 -4.541667 1.125000 3.458333 -1.458333 3.541667 -3.041667 2.291667 -4.375000 -4.375000 -3.708333 0.708333 -3.125000 -3.125000 3.208333 3.708333 -0.125000 4.125000 -0.291667 1.791667 -1.875000 2.291667 4.125000 1.791667 -1.041667 2.125000 4.458333 4.458333 4.125000 -3.375000 0.375000 -1.125000 2.125000 3.875000 -3.375000 4.208333 3.958333 1.541667
105 50.6899843562 15.6969590276 4.625000 3.041667 -3.958333 -1.208333 2.541667 -1.125000 2.791667 4.708333 -1.125000 1.125000 -0.791667 -4.208333 -1.291667 -0.291667 1.208333 4.041667 -3.375000 -2.708333 -4.125000 0.958333 -0.958333 -2.041667 1.375000 0.291667 0.625000 -3.541667 3.625000 4.458333 -0.708333 4.958333 0.041667 -2.125000 -3.291667 0.208333 0.958333 4.875000 1.208333 -0.375000 3.291667 2.958333
106 174.0254561574 15.6969590276 0.875000 2.708333 3.291667 -1.291667 3.041667 -1.458333 2.708333 -2.791667 3.291667 0.625000 4.708333 2.958333 4.208333 -4.291667 2.375000 -2.375000 2.291667 -1.791667 -4.208333 3.791667 2.208333 -4.291667 4.458333 3.125000 -1.291667 4.708333 -0.541667 4.041667 -1.791667 2.708333 0.291667 2.375000 -1.791667 1.791667 3.125000 0.791667 4.791667 2.291667 -4.291667 2.875000
107 208.1028640185 15.6969590276 3.958333 -0.125000 -3.291667 -4.041667 4.291667 4.375000 4.291667 4.541667 4.708333 3.875000 2.708333 -0.375000 -3.541667 1.791667 -0.708333 -1.625000 -4.958333 -4.625000 -3.375000 -3.625000 2.458333 1.958333 3.791667 -1.125000 2.875000 -0.541667 4.958333 2.791667 2.208333 -1.208333 1.458333 0.125000 2.708333 4.375000 -2.875000 -0.125000 -2.208333 -2.291667 -3.041667 -2.041667
108 225.5158845243 15.6969590276 -4.625000 -0.708333 -0.375000 -0.958333 0.125000 4.875000 4.458333 1.958333 -0.875000 0.791667 -0.208333 -1.708333 -3.458333 1.708333 -3.208333 -0.375000 -2.458333 3.541667 2.625000 -4.708333 -2.958333 -0.708333 -0.291667 2.791667 -4.458333 1.625000 0.208333 -3.958333 1.708333 -1.958333 -4.875000 -0.875000 -1.958333 0.125000 -4.375000 4.291667 -4.458333 0.291667 -2.125000 -2.625000
109 67.0862504459 15.6969590276 -0.041667 -3.875000 -3.875000 2.375000 2.208333 -0.375000 1.458333 -3.291667 -3.708333 4.625000 -0.958333 3.541667 -1.958333 3.208333 2.791667 1.458333 4.291667 -0.625000 4.791667 3.958333 1.958333 2.875000 2.791667 -3.625000 -2.875000 2.208333 -3.708333 -4.291667 -4.208333 3.291667 -4.625000 0.791667 -3.875000 -2.541667 0.541667 -3.041667 1.708333 2.875000 0.208333 0.291667
